content,post,postid,postlink,has_tags,thumbsup,comment,retweet,nicknameid,postidname,regis_time,following,follower
"We__e excited to announce the addition of wealth management visionary @RetirementRisks  as our newest strategic advisor!

Jamie__ innovative outlook that challenges the status quo will be instrumental to our continued growth as an industry innovator and leader._ https://t.co/Et9OM5y7lW",2023/12/4 17:09,1.73172E+18,https://twitter.com/markminervini/status/1731722326331564143,,19,3,1,Wealth.com,WeAreWealth,Thu May 13 17:14:39 +0000 2021,750,71
"""It__ common to hear people talk about equity markets these days as though the only stocks that matter are large cap US technology stocks.  The argument goes something like...""

__ Read the full article here: https://t.co/IvYE2r8P9N

#weeklynews #investment #wealthmanagement https://t.co/a9E1eO8gjo",2023/12/4 17:02,1.73172E+18,https://twitter.com/markminervini/status/1731720618435903764,"weeklynews
investment
wealthmanagement",1,0,1,DOMINION,dominion_cs_,Wed May 22 18:30:46 +0000 2019,319,163
"We believe in educating ourselves and our clients to develop robust wealth management strategies to help position our clients__ho are our friends, neighbors, and community members__o reach their financial goals. 

__Visit our website today to learn more.
https://t.co/Kzh9XxGJQC",2023/12/4 17:01,1.73172E+18,https://twitter.com/markminervini/status/1731720416605925832,,0,0,0,Oak Capital Financial Advisors,oak_capital_fa,Fri Dec 23 16:34:55 +0000 2022,2,42
"The power of partnership is limitless. Team Rubicon, renowned for their rapid response and lifesaving work during disasters, has teamed up with Wipfli to drive innovation and technology solutions. #BuiltToServe https://t.co/ko3XF3SZrq https://t.co/u79kfH8Tay",2023/10/23 13:45,1.71645E+18,https://twitter.com/markminervini/status/1716450679311474850,BuiltToServe,285,10,4,Wipfli,Wipfli_LLP,Tue Sep 15 14:40:32 +0000 2009,4842,978
"This holiday season, unwrap the magic of investments - the gift that keeps on giving! Let your money work for you long after the ornaments are packed away.

#CumaxWealth #MakingMorePossible #InvestmentJoy #FinancialGifts https://t.co/XB2QENmN7J",2023/12/4 17:00,1.73172E+18,https://twitter.com/markminervini/status/1731720220778115389,"CumaxWealth
MakingMorePossible
InvestmentJoy
FinancialGifts",0,0,0,Cumax Wealth Management Limited,CumaxWealth,Tue Mar 31 05:54:06 +0000 2015,64,172
"Pembroke Management is pleased to announce that, effective January 1, 2024, Nicolas Chevalier, CFA, MBA, ICD.D, will assume the role of Managing Partner.

Read More: https://t.co/xpbae5mqTy

En savoir plus: https://t.co/cGIU1AbJEK

#WealthManagement #Investing #Leadership https://t.co/Z9YxtuOFSr",2023/12/4 17:01,1.73172E+18,https://twitter.com/markminervini/status/1731720511875346496,"WealthManagement
Investing
Leadership",0,0,0,Pembroke,Pembroke1968,Fri Nov 23 21:16:48 +0000 2012,4,43
"According to a 2023 study conducted by Life Happens and LIMRA, nearly 50% of Americans say that they have no life insurance coverage at all, even though 39% say they intend to obtain life insurance coverage within the next year.

https://t.co/WUXuHOgwYa https://t.co/sEkcr9DbdH",2023/12/4 17:01,1.73172E+18,https://twitter.com/markminervini/status/1731720509686002057,,0,0,0,Tim Schulze l Pioneer Wealth Management,TimSchulzePWM,Wed Feb 20 15:20:46 +0000 2013,63,232
"Our advisors are here to help you preserve your wealth. Contact us today to learn about our wealth management services.
https://t.co/NajGURCUXt 

#wealthmanagement #wealth https://t.co/u4Dp5xc1Ho",2023/12/4 17:00,1.73172E+18,https://twitter.com/markminervini/status/1731720094533713993,"wealthmanagement
wealth",0,0,0,Prosper Financial,ProspFinancial,Fri Jul 22 15:06:22 +0000 2022,1,1
Happy first Monday of December! https://t.co/wOdKBdZE9c,2023/12/4 17:00,1.73172E+18,https://twitter.com/markminervini/status/1731720060652109928,,0,0,0,Stone 8 Wealth Management,stone8wm,Tue Aug 18 22:13:33 +0000 2015,121,3
"This article says, __ new study found that 80% of Americans between the ages of 18 and 34 are struggling or merely surviving financially._ Many of whom have optimistic views of the future. Here__ why: https://t.co/iqkpWzlDMg #financialadvisors  #wealthmanagement #taxplanning https://t.co/HUFMl4Icso",2023/12/4 17:00,1.73172E+18,https://twitter.com/markminervini/status/1731720042600145062,"financialadvisors
wealthmanagement
taxplanning",0,0,0,Worth Advisors,WorthAdvisors,Wed Feb 05 14:25:55 +0000 2014,498,882
Happy first Monday of December! https://t.co/sOuYFtCPeo,2023/12/4 17:00,1.73172E+18,https://twitter.com/markminervini/status/1731720032298713194,,1,0,0,Slate Wealth Management,SlateWM,Mon Nov 21 19:51:44 +0000 2011,315,1048
"Ready to get started tackling some new goals to help improve your mind, body, and finances? Below are a few resolutions worth considering. https://t.co/lYu3BO8X8M https://t.co/d6TzHGkCQa",2023/12/4 17:00,1.73172E+18,https://twitter.com/markminervini/status/1731720018830717222,,0,0,0,Hobble Wealth Management of LPL Financial,HobbleWealth,Thu Apr 06 16:09:27 +0000 2023,0,0
"What you need to know to lend a helping hand:
https://t.co/sFlHpcEFMc
#wealthmanagement",2023/12/4 16:50,1.73172E+18,https://twitter.com/markminervini/status/1731717690329284719,wealthmanagement,0,0,0,VWG Wealth Management,VWGWealthMgmt,Mon Aug 13 14:28:22 +0000 2012,259,85
"For cookies, are you team savoury or team sweet? Comment below with your favourite cookie, and register now https://t.co/qIXDghg8P6 to join Anna Olson as she prepares a few of her favourite savoury and sweet festive recipes on Dec. 8th at 7 p.m. ET. https://t.co/dW1noJSxGd",2023/12/4 16:50,1.73172E+18,https://twitter.com/markminervini/status/1731717547588714868,,0,0,0,"Taras Hucal, RRCÂ®, CFPÂ® IG Wealth Management",TarasHucal,Mon Apr 23 18:06:48 +0000 2012,16,24
"Why settle for less when it comes to your family office accounting software! Take your financial management to new heights __ https://t.co/CVZ2ZX9Fk3

#FamilyOffice #Businesses #Hollywood #Entertainment #Family #Investments #WealthManagement #Online #Accounting #JustSayGo",2023/12/4 16:45,1.73172E+18,https://twitter.com/markminervini/status/1731716491534348701,"FamilyOffice
Businesses
Hollywood
Entertainment
Family
Investments
WealthManagement
Online
Accounting
JustSayGo",1,0,0,M. Jason Magboo,jason_magboo,Thu May 11 17:45:11 +0000 2017,311,421
"4 steps to smarter investing: Expert TA, Fortune 500 SWOT, curated tech trends, all in quick reads. Transform your stocks portfolio with Money Mastery. #InvestmentInsights #TimeSaver",2023/11/7 09:15,1.72182E+18,https://twitter.com/markminervini/status/1721818757276864679,"InvestmentInsights
TimeSaver",74,12,9,Money Mastery,Money__Mastery,Mon Jul 03 17:35:19 +0000 2023,435,2
"A lot can change in a year. As 2024 approaches, let__ schedule time to review your accounts and adjust as needed to keep you on-track. https://t.co/0HmDT3OMp0",2023/12/4 16:36,1.73171E+18,https://twitter.com/markminervini/status/1731714215285780709,,1,0,0,Taylor Wealth Management Group,TaylorAMPF,Mon May 07 22:24:50 +0000 2018,16,26
"You have 2 options.
The least expensive is to ensure that it's written in your will and they would inherit it on your death.
Or you could seek advice about gifting some or all of your house into a trust now, on your death your children will benefit from the property in the trust. https://t.co/7Kbw3lqYqe",2023/12/4 16:35,1.73171E+18,https://twitter.com/markminervini/status/1731713858954207283,,0,0,0,Lexington Wealth Management,LexingtonWM,Fri Apr 09 13:48:51 +0000 2021,36,23
"In case you missed it, be sure to check out our first episode of Business Tales! Click the links below to watch and listen!

Apple: https://t.co/D36M2Ym7Gf
Spotify:_https://t.co/Ask3igJ7PS
Youtube: https://t.co/8A69UHkCyc

#CEO #entreprenuer #businessowner https://t.co/aKnjnM2uk6",2023/12/4 16:35,1.73171E+18,https://twitter.com/markminervini/status/1731713787109986416,"CEO
entreprenuer
businessowner",3,0,1,Signature Wealth Management Group,SignatureWMG,Thu Nov 30 21:14:51 +0000 2017,57,43
Our Investment Strategy Group discusses the latest market and economic news in its weekly update. Read more. https://t.co/AsQPvvfZwa,2023/12/4 16:35,1.73171E+18,https://twitter.com/markminervini/status/1731713745502748832,,0,0,0,"Ernst, Rosa Wealth Management Group",ErnstRosaWMG,Thu Aug 20 19:06:07 +0000 2020,4,0
"How can you scale through cooperation?

Find partners and community to share:

__ï¸ Technology

___________ Talent

__ Data

_ Relationships

Learn more by reading about the Forgotten Japanese Business Model in Form Your Own Pack by Michael Devellano",2023/9/17 03:15,1.70325E+18,https://twitter.com/markminervini/status/1703246144480878917,,7,0,0,Founders Pack,thefounderspack,Sun Jun 05 18:17:52 +0000 2022,16980,6780
Read IG Wealth Management's article on why updating your will and estate plan is critical as your life changes. https://t.co/vgI0TA6ZfP https://t.co/zc4XAf2IV4,2023/12/4 16:30,1.73171E+18,https://twitter.com/markminervini/status/1731712513165643904,,0,0,0,Charlie Pope,CharliePopeIG,Mon Jan 07 18:31:13 +0000 2013,12,37
"We offer tailored investment solutions as critical components of our offering.
Start now: (424) 363-6862 https://t.co/JqT7drwZD2

#BrentwoodFinancial #FinancialWellness #AssetManagement #FinancialAdvice #WealthManagement #RetirementAdvice https://t.co/pSP3aKnYpP",2023/12/4 16:30,1.73171E+18,https://twitter.com/markminervini/status/1731712491015561577,"BrentwoodFinancial
FinancialWellness
AssetManagement
FinancialAdvice
WealthManagement
RetirementAdvice",3,0,0,Brentwood Financial Advisors,BrentwoodAdv,Wed Jul 03 17:22:00 +0000 2019,34,55
"Satisfaire _ de nouvelles attentes #wealthmanagement
https://t.co/6b8VAGRVQp",2023/12/4 16:26,1.73171E+18,https://twitter.com/markminervini/status/1731711459540029509,wealthmanagement,0,0,0,Paperjam,Paperjam_lu,Mon Dec 19 12:09:03 +0000 2011,16462,411
8 Ways Baby Boomers Become Poor in Retirement - GOBankingRates || #FindAFinancialAdvisor News Link Courtesy of Free Financial and Financial Risk Consultation with Akamai Wealth Management for all Hawaii Residents Whether You're Retiring or Searching for_ https://t.co/1f2JSchBQ4,2023/12/4 16:12,1.73171E+18,https://twitter.com/markminervini/status/1731708073432219884,FindAFinancialAdvisor,0,0,1,Akamai Wealth Management Daniel J. Turner,AkamaiWealth808,Fri Apr 14 18:35:50 +0000 2023,19,86
Free your employees from manual work by connecting Wave and Wix to automate sales and invoicing processes. You can even do it from your phone in just a few clicks!,2023/11/27 13:13,1.72913E+18,https://twitter.com/markminervini/status/1729126322050404769,,57,2,0,Making Wave Talk,MakingWaveTalk,Tue Oct 31 11:59:20 +0000 2023,37,2
"""We can't help everyone, but everyone can help someone.""
- Loretta Scott https://t.co/6OA3nhoosN",2023/12/4 16:14,1.73171E+18,https://twitter.com/markminervini/status/1731708689315148006,,0,0,0,StrateFi Wealth Management,StrateFiWealth,Mon Aug 02 15:51:44 +0000 2021,15,3
"As you get ready to turn the page on the year, take the time to review your financial plan and set yourself up for a successful 2024. You can count on IQonic Wealth Management to guide you every step of the way. Reach out to get started. https://t.co/gsfxBOtxxs",2023/12/4 16:16,1.73171E+18,https://twitter.com/markminervini/status/1731709067129692255,,0,0,0,IQonic Wealth,Iqonicwealth,Mon Aug 22 17:39:05 +0000 2022,3,4
"In this episode of the podcast, Shannon Rosic speaks with Alan Gurung, CEO and Co-Founder of SIFA about how his company is making it as easy as possible for advisors to benefit from AI software and how it will be incorporated within the advisor practice &gt;&gt; https://t.co/8yT64uPZ0L https://t.co/xClwPk7TVi",2023/12/4 16:12,1.73171E+18,https://twitter.com/markminervini/status/1731707939679846850,,1,0,0,WealthStack (Part of Wealth Management EDGE),wealth__stack,Mon Feb 18 14:57:45 +0000 2019,2360,162
https://t.co/7fzoPlghj4,2023/12/4 16:10,1.73171E+18,https://twitter.com/markminervini/status/1731707510283751571,,0,0,0,Thrive Wealth Management LLC,ThriveWealth,Wed Oct 30 17:22:07 +0000 2013,45,24
Treasury yields are moving higher. The 2-yr note yield is up four basis points to 4.60% and the 10-yr note yield is up two basis points to 4.25%. Read more in the Morning Brew. https://t.co/iNLNq53CcI,2023/12/4 16:09,1.73171E+18,https://twitter.com/markminervini/status/1731707357468430678,,0,0,0,Accolade Wealth Management,accolade_wealth,Thu Oct 14 16:56:51 +0000 2021,2,12
"Our NDVR financial advisors are experienced in helping you plan for your child__ educational expenses. Set up time with us to explore your options today. https://t.co/vNz1TTLE4e.

#EducationSavings #WealthManagement https://t.co/ZK8oWf77u2",2023/12/4 16:06,1.73171E+18,https://twitter.com/markminervini/status/1731706490451374415,"EducationSavings
WealthManagement",1,0,0,"NDVR, Inc.",NDVRWealth,Mon Jan 14 16:08:24 +0000 2019,105,30
"12/04 Mideast Conflict and Central Bank Speculation Drive Market Volatility While Awaiting OPEC+ Decision Read more in our Morning Minutes, a daily update on the day's market news #data https://t.co/l2cEWHww6O #investing #morningminutes #siawealth #economy #stocks #PMI #gold",2023/12/4 16:05,1.73171E+18,https://twitter.com/markminervini/status/1731706338823328117,"data
investing
morningminutes
siawealth
economy
stocks
PMI
gold",0,0,0,SIA Wealth Management,SIAWealth,Thu Mar 08 15:17:48 +0000 2018,119,194
"This holiday season, consider the benefits of working with a wealth management team like Brown|Miller. With over 90 years of combined experience, we understand the importance of a customized strategy tailored specifically to your financial goals and priorities.

#WealthManagement https://t.co/wxwaC0aIgy",2023/12/4 16:05,1.73171E+18,https://twitter.com/markminervini/status/1731706231721529491,WealthManagement,0,0,0,Christopher W. Brown,cwbrownBMWM,Wed Nov 06 22:18:21 +0000 2013,41,258
"In a profession defined by dedication and expertise, ensuring your financial future is equally robust is paramount.

Ask yourself the following questions and consider reaching out to our team if you would like to review your retirement plan. https://t.co/nKY73hg6gH",2023/12/4 16:05,1.73171E+18,https://twitter.com/markminervini/status/1731706205519712390,,0,0,0,Veritas Boston Wealth Management,BostonVeritas,Fri Jun 24 17:43:48 +0000 2022,5,0
Our Investment Strategy Group discusses the latest market and economic news in its weekly update. Read more. https://t.co/PaP0L6dmWW,2023/12/4 16:03,1.73171E+18,https://twitter.com/markminervini/status/1731705796847981016,,0,0,0,MGL Wealth Management Group,MGLGroup_Janney,Wed Aug 22 15:29:02 +0000 2012,52,19
"__ Quick Market Update:

Stronger than expected Q3 GDP growth. What's next for the economy?
Consumer spending slows. Holiday season impact?
Fed Chair Powell keeps steady on rates. Inflation control in focus?

__ Go into the details: https://t.co/BjWWxdcYAp

#MarketUpdate #GDP https://t.co/reOubYwmqq",2023/12/4 16:02,1.73171E+18,https://twitter.com/markminervini/status/1731705634268008574,"MarketUpdate
GDP",0,0,0,Base Wealth Management,basewealthmgmt,Tue Jun 27 20:32:25 +0000 2023,11,9
WealthStack Roundup: Farther Reaches $1.6B In AUM - Wealth Management https://t.co/pUG11ji44N,2023/12/4 16:02,1.73171E+18,https://twitter.com/markminervini/status/1731705564911341814,,0,0,0,Red Button,presstorun,Thu Feb 07 10:41:22 +0000 2013,1608,1415
Skip the guesswork. Embrace data-driven stock insights with our expert Technical Analysis. #SmartInvesting #MoneyMastery,2023/11/7 09:35,1.72182E+18,https://twitter.com/markminervini/status/1721823584098697483,"SmartInvesting
MoneyMastery",45,3,4,Money Mastery,Money__Mastery,Mon Jul 03 17:35:19 +0000 2023,435,2
Motivation Monday: https://t.co/s37Bk7hwpV,2023/12/4 16:00,1.73171E+18,https://twitter.com/markminervini/status/1731705125662601469,,0,0,0,BMY Wealth Management Group,BmyWealth,Tue Feb 13 19:55:32 +0000 2018,74,40
"Ep. 84 of Mindful Money is now live with our guest @ManishaThakor

____Listen here

__ Subscribe/Follow on your fav app: https://t.co/8eX1pBoT8t

__ Watch/Subscribe on YouTube: https://t.co/vYYYQebSc0

#financialadvisor #wealthmanagement #podcastinterview https://t.co/jvzI1lRbHN",2023/12/4 16:00,1.73171E+18,https://twitter.com/markminervini/status/1731705053025649102,"financialadvisor
wealthmanagement
podcastinterview",0,0,0,Jonathan DeYoe,MindfulMoney_Ed,Wed May 23 04:25:39 +0000 2012,10844,3490
"GBC, partners collaborate to launch Wealth Management certificate program #CDNPSE #HigherEd #Education @GBCollege | Read More:  https://t.co/vOoVkdXOf6",2023/12/4 16:00,1.73171E+18,https://twitter.com/markminervini/status/1731705033656348808,"CDNPSE
HigherEd
Education",1,0,0,Academica Top Ten,AcademicaTopTen,Thu May 20 21:03:29 +0000 2010,8883,690
"It's time for tax and financial professionals to start thinking about how to best market their services during tax season. Join us Dec. 7 for our Marketing Mastermind session, ""Tax-Intelligent Marketing for Tax Season."" Register now at myAvantax! #Marketing #MarketingTips https://t.co/fi1np3QQNc",2023/12/4 16:00,1.73171E+18,https://twitter.com/markminervini/status/1731705024399479085,"Marketing
MarketingTips",3,0,2,Avantax Wealth ManagementÂ®,Avantax_Wealth,Fri Sep 12 19:43:54 +0000 2014,652,318
"A forgotten Japanese business model teaches founders:

_ Cooperation between businesses

_ Cross Shareholdings

_ Share management  engineering

_ Meet with mastermind weekly

Read first 40 pages of Form Your Own Pack 
by Michael Devellano",2023/9/17 01:50,1.70322E+18,https://twitter.com/markminervini/status/1703224851476210133,,8,0,0,Founders Pack,thefounderspack,Sun Jun 05 18:17:52 +0000 2022,16980,6780
Reminder: December 7 is the last day to sign up for Medicare plans!  #Medicare https://t.co/XT5AVtc1Pl,2023/12/4 16:00,1.7317E+18,https://twitter.com/markminervini/status/1731704982112461275,Medicare,0,0,0,Lin Roman Wealth Management,LinRomanWealth,Mon Jun 13 19:36:38 +0000 2022,1,0
"Take some time before the year closes to review your insurance policies, tax withholdings, investments, and charitable giving and make sure you are on track for your financial goals. https://t.co/B3S4mh9e8x",2023/12/4 16:00,1.7317E+18,https://twitter.com/markminervini/status/1731704981533692058,,1,0,0,Midwest Wealth Management,MidwestWlthMgmt,Wed Dec 09 19:27:49 +0000 2020,58,151
"Are you in Hershey, PA also?  Be sure to say hello to Aaron Deimling and Marc Panasuk at the PA Bankers Wealth Management and Trust Conference. #OTRwithEPICRPS https://t.co/9prAJhkw6F",2023/12/4 16:00,1.7317E+18,https://twitter.com/markminervini/status/1731704943503929669,OTRwithEPICRPS,0,0,0,EPIC Retirement Plan Services,epic_rps,Fri Mar 27 21:22:19 +0000 2015,83,38
"We look forward to seeing you at Wealth Management EDGE 2024!

*Limited time offer* - First 100 advisors attend for free! Use code __IRST100ADV_ at checkout, but hurry, this offer expires Friday, December 15th (subject to verification).

Register now: https://t.co/EtBEW8bMVB https://t.co/f46VcC5gqR",2023/12/4 16:00,1.7317E+18,https://twitter.com/markminervini/status/1731704943206080778,,0,0,0,Wealth Management EDGE,Wealth__Edge,Wed Oct 27 14:41:21 +0000 2021,238,60
"Try Freemium Talk, our free plan connecting your Wave and Wix accounts to make sales and invoicing fast, easy, and fun. Try it from your phone today!",2023/12/2 23:00,1.73109E+18,https://twitter.com/markminervini/status/1731085836987371541,,27,1,0,Making Wave Talk,MakingWaveTalk,Tue Oct 31 11:59:20 +0000 2023,37,2
"Today is World Wildlife Conservation Day! At Libra Wealth Consultants, we are actively involved in this cause. It is important to recognize the significance of this day, as it serves as a reminder to take action on issues that threaten our planet's precious wildlife. https://t.co/sRdCeSNUgw",2023/12/4 16:00,1.7317E+18,https://twitter.com/markminervini/status/1731704939561283648,,0,0,0,Libra Wealth Management,jimtabak,Wed Apr 01 12:14:16 +0000 2009,71,244
"__ay your walls know joy, may every room hold laughter, and every window open to great possibility._ _ Mary Anne Radmacher

#MotivationMonday https://t.co/8YOtEIQIzE",2023/12/4 16:00,1.7317E+18,https://twitter.com/markminervini/status/1731704938353270846,MotivationMonday,0,0,0,Gaia Wealth Management,GaiaWealth,Mon Oct 02 20:14:50 +0000 2023,4,3
"If you're looking for help with your financial planning this upcoming new year, we're here to help. 

Give us a call or visit our website: https://t.co/1UqrWVbeYK https://t.co/dviquG9IsF",2023/12/4 16:00,1.7317E+18,https://twitter.com/markminervini/status/1731704937778663450,,0,0,0,Luongo Wealth Management,LuongoWM,Mon Apr 17 17:14:17 +0000 2023,1,1
"Looking to stay on track with your holiday budgeting? Here are some tips to help you sleigh your financial goals!

#BudgetingTips #HolidaySavings https://t.co/vCR5Y2bBJK",2023/12/4 16:00,1.7317E+18,https://twitter.com/markminervini/status/1731704922561827160,"BudgetingTips
HolidaySavings",0,0,0,"Buscemi Wealth Management, LLC",Buscemi_WM,Tue Oct 31 18:06:35 +0000 2023,0,1
"How do you feel about your ability to navigate the Mexican financial landscape for wealth management?

#finanzas #economia #EducacionFinanciera #ReactivacionEconomica 
#inversion #inversiones #FinanzasPersonales  #dinero #SaludFinanciera #finanzasmexico #dolarhoy #inflaciÃ³n",2023/12/4 15:55,1.7317E+18,https://twitter.com/markminervini/status/1731703903765365104,"finanzas
economia
EducacionFinanciera
ReactivacionEconomica
inversion
inversiones
FinanzasPersonales
dinero
SaludFinanciera
finanzasmexico
dolarhoy
inflaciÃ³n",1,1,1,Plan Wealth MGMT,PlanWealthMgmt,Thu Jul 08 22:47:04 +0000 2021,1017,1429
"New opportunity! Senior Auditor, Wealth Management, 15-month FTC, Â£60k - 75k per year - #London. https://t.co/5ysvoDBuOQ https://t.co/wzM5hhjI5k",2023/12/4 15:54,1.7317E+18,https://twitter.com/markminervini/status/1731703436184351120,London,0,0,0,Hybridge,Hybridgecareers,Sat Feb 19 16:28:10 +0000 2011,87,56
"The data is clear. Embracing digital tools is critical to a great client experience in wealth management. A superb mobile app is table stakes. 

Read more in this recent blog post: https://t.co/4I9BHBint4

Source: @AARP Research 

#clientexperience #cx https://t.co/00AXQ6AWVw",2023/12/4 15:51,1.7317E+18,https://twitter.com/markminervini/status/1731702700843143656,"clientexperience
cx",2,0,0,Blueleaf Advisor,blueleafadvisor,Tue Jan 25 19:08:16 +0000 2011,2201,1027
The @Lions invited us to join their Estate Planning Panel for former players. Partners Chris Derisley and Dawn Jinsky shared our playbook on proactive wealth management planning tailored specifically to former professional athletes. https://t.co/Ef7ABr1DUT,2023/12/4 15:46,1.7317E+18,https://twitter.com/markminervini/status/1731701415343493243,,1,0,0,Alejandro A. Rodriguez,aarodriguez,Mon Oct 13 23:38:32 +0000 2008,261,158
"LFA, your trusted Swiss wealth manager, can help you secure your dream retirement! Explore the world, from snow-covered mountains to exotic destinations. Invest internationally with LFA and turn your retirement dreams into reality. 

#RetirementGoals #WealthManagement #LFA https://t.co/RNM8sJY8jz",2023/12/4 15:45,1.7317E+18,https://twitter.com/markminervini/status/1731701197554303088,"RetirementGoals
WealthManagement
LFA",0,0,0,LFA,LFA_SwissWealth,Thu Oct 07 13:43:10 +0000 2021,9,38
"Our shirt sponsor @MattioliWoods is one of the leading providers of wealth management and employee benefits in the UK.

If you're looking for a great company to help you to invest using a variety of traditional and alternative products, go to https://t.co/hI1IuhM8qx https://t.co/JspnrK6gLK",2023/12/4 15:43,1.7317E+18,https://twitter.com/markminervini/status/1731700817349009455,,4,0,1,Dial Square F.C.,DialSquareFC20,Thu Apr 29 13:53:47 +0000 2021,598,22
Understand your paycheck! https://t.co/71kSRKmDd4,2023/12/4 15:43,1.7317E+18,https://twitter.com/markminervini/status/1731700649673326704,,1,0,0,Progressive Wealth Management,Pwmmanagement,Tue Aug 23 18:14:17 +0000 2022,32,290
"In this month's Word on WealthTech, @F2_Strategy co-founder and CEO @dougofritz provides his take on the most important #wealthtech news, including: @NitrogenWealth CEO @AaronKlein steps down, @BentoEngine partners with @FMGSuite, and more.
https://t.co/AIeJ5fV2tx",2023/12/4 15:41,1.7317E+18,https://twitter.com/markminervini/status/1731700134852137097,wealthtech,1,0,1,WealthManagement.com,wealth_mgmt,Mon Nov 16 22:36:36 +0000 2009,58030,2716
"4 steps to smarter investing: Expert TA, Fortune 500 SWOT, curated tech trends, all in quick reads. Transform your stocks portfolio with Money Mastery. #InvestmentInsights #TimeSaver",2023/11/7 09:15,1.72182E+18,https://twitter.com/markminervini/status/1721818757276864679,"InvestmentInsights
TimeSaver",74,12,9,Money Mastery,Money__Mastery,Mon Jul 03 17:35:19 +0000 2023,435,2
Lots of Christmas spirit  festive cheer at Light Up #Chobham on Friday evening. ______#FestiveSpirit  #LightUpChobham #ChobhamVillage https://t.co/5F07Y7A3es,2023/12/4 15:42,1.7317E+18,https://twitter.com/markminervini/status/1731700456349429888,"Chobham
FestiveSpirit
LightUpChobham
ChobhamVillage",1,1,0,Bray Wealth Management,BrayWealth,Fri Aug 24 09:19:11 +0000 2018,96,170
__oney is a terrible master but an excellent servant._ _ P.T. Barnum https://t.co/wmEdy4CYud,2023/12/4 15:43,1.7317E+18,https://twitter.com/markminervini/status/1731700640466833864,,0,0,0,INTELUS Wealth Management,inteluswm,Sun Nov 06 16:35:30 +0000 2016,11,9
Our Investment Strategy Group discusses the latest market and economic news in its weekly update. Read more. https://t.co/VSbE5zGwnU,2023/12/4 15:39,1.7317E+18,https://twitter.com/markminervini/status/1731699836163149939,,0,0,0,MDM Wealth Management,MDMGroupJanney,Tue Apr 19 18:09:08 +0000 2016,75,297
"This week, October retail sales in the Eurozone and November labour-market data in the US, particularly non-farm payrolls and unemployment, are likely to be in focus prior to next week's ECB and Fed policy meetings.",2023/12/4 15:34,1.7317E+18,https://twitter.com/markminervini/status/1731698541251231770,,0,0,0,Halpin Wealth Management,Halpin_Wealth,Tue May 30 14:53:23 +0000 2023,9,34
Learn how EvenUp uses AI to put a dollar value on personal injury claims and draft comprehensive demand packages on behalf of leading personal injury law firms nationwide.,2023/9/22 14:14,1.70522E+18,https://twitter.com/markminervini/status/1705223948303057264,,81,11,21,EvenUp Law,evenuplaw,Thu Sep 01 00:25:55 +0000 2022,686,47
"In addition, the first rate cuts have been pulled forward, with the Fed now expected to cut in May and the ECB in April.",2023/12/4 15:34,1.7317E+18,https://twitter.com/markminervini/status/1731698511102558297,,0,0,0,Halpin Wealth Management,Halpin_Wealth,Tue May 30 14:53:23 +0000 2023,9,34
"Lower inflation and dovish comments helped pushed bond yields lower last week. The 10-year US Treasury yield was down by 27bps to 4.20%, while that of equivalent German bunds declined by 28bps to 2.36%.",2023/12/4 15:34,1.7317E+18,https://twitter.com/markminervini/status/1731698478642823195,,0,0,0,Halpin Wealth Management,Halpin_Wealth,Tue May 30 14:53:23 +0000 2023,9,34
"Waller also stated that the Fed ""could start lowering the policy rate just because inflation is lower"". Given lower inflation data, this suggested it was more likely that the Fed would start easing policy in 2024.",2023/12/4 15:33,1.7317E+18,https://twitter.com/markminervini/status/1731698345020678280,,0,0,0,Halpin Wealth Management,Halpin_Wealth,Tue May 30 14:53:23 +0000 2023,9,34
"US Q3 GDP growth was revised up by 0.3% point to 5.2% q/q annualised, driven by upward revisions to business investment  government spending. The October PCE core price index, a measure of core inflation that is key for the Fed, fell to 3.5% y/y, the lowest level since April 21.",2023/12/4 15:33,1.7317E+18,https://twitter.com/markminervini/status/1731698240364425580,,0,0,0,Halpin Wealth Management,Halpin_Wealth,Tue May 30 14:53:23 +0000 2023,9,34
Click and sync Wave and Wix for free to automate your workflow and increase your business efficiency. Try it for free here!,2023/12/2 23:00,1.73109E+18,https://twitter.com/markminervini/status/1731085838115881086,,20,1,2,Making Wave Talk,MakingWaveTalk,Tue Oct 31 11:59:20 +0000 2023,37,2
"Inflation also fell by more than expected in the Eurozone. Headline prices were up by 2.4% y/y in November, the slowest rise since July 2021 and down from 2.9% in October. Core price rises decelerated to 3.6% in November from 4.2% in October.",2023/12/4 15:33,1.7317E+18,https://twitter.com/markminervini/status/1731698275076444214,,0,0,0,Halpin Wealth Management,Halpin_Wealth,Tue May 30 14:53:23 +0000 2023,9,34
"Fed Governor Waller strongly suggested that the Fed funds rate has likely peaked, stating ""that policy is currently well positioned to slow the economy and get inflation back to two percent."" He said that __omething appears to be giving, and it's the pace of the economy._",2023/12/4 15:33,1.7317E+18,https://twitter.com/markminervini/status/1731698331712131129,,0,0,0,Halpin Wealth Management,Halpin_Wealth,Tue May 30 14:53:23 +0000 2023,9,34
$Portal is the future of wealth management. @Portalcoin #CycloneMichuang,2023/12/4 15:33,1.7317E+18,https://twitter.com/markminervini/status/1731698201902940515,CycloneMichuang,6,5,6,Parth Patel,navadiya17,Wed Aug 25 06:55:43 +0000 2021,113,2514
